ID,gen
gene-KPHS_50070,nickel transport system permease component
gene-KPHS_50080,nickel transporter ATP-binding protein
gene-KPHS_50090,nickel transporter ATP-binding protein
gene-KPHS_50100,nickel responsive regulator
gene-KPHS_50110,magnesium transporter
gene-KPHS_50120,putative oxidoreductase
gene-KPHS_50130,low-affinity phosphate transport protein
gene-KPHS_50140,universal stress protein UspB
gene-KPHS_50150,universal stress protein A
gene-KPHS_50160,amino acid/peptide transporter
gene-KPHS_50170,16S rRNA (guanine(1516)-N(2))-methyltransferase RsmJ
gene-KPHS_50180,oligopeptidase A
gene-KPHS_50190,putative phosphatase
gene-KPHS_50200,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ
gene-KPHS_50210,glutathione-disulfide reductase
gene-KPHS_50220,putative glutathione S-transferase
gene-KPHS_50230,putative iron-containing alcohol dehydrogenase
gene-KPHS_50240,cytoplasmic trehalase
gene-KPHS_50250,putative acetyltransferase
gene-KPHS_50260,oxidoreductase
gene-KPHS_50270,putative LysR-family transcriptional regulator
gene-KPHS_50280,inner membrane protein YhjD
gene-KPHS_50290,metabolite/H+ symporter%2C major facilitator superfamily (MFS)
gene-KPHS_50300,AsmA family protein
gene-KPHS_50310,antibiotic biosynthesis monooxygenase
gene-KPHS_50320,ketodeoxygluconokinase
gene-KPHS_50330,putative peptidase
gene-KPHS_50340,C4-dicarboxylate transporter DctA
gene-KPHS_50350,phosphodiesterase
gene-KPHS_50360,hypothetical protein
gene-KPHS_50370,cellulose synthase subunit BcsC
gene-KPHS_50380,endo-1%2C4-D-glucanase
gene-KPHS_50390,putative cellulose synthase
gene-KPHS_50400,cellulose synthase catalytic subunit
gene-KPHS_50410,cell division protein
gene-KPHS_50420,hypothetical protein
gene-KPHS_50430,cellulose biosynthesis protein BcsE
gene-KPHS_50440,cellulose biosynthesis protein BcsF
gene-KPHS_50450,cellulose biosynthesis protein BcsG
gene-KPHS_50460,endo-1%2C4-D-glucanase
gene-KPHS_50470,hypothetical protein
gene-KPHS_50480,putative cellulose synthase
gene-KPHS_50490,cellulose synthase regulator protein
gene-KPHS_50500,putative cellulose synthase
gene-KPHS_50510,putative ATPase involved in chromosome partitioning
gene-KPHS_50520,cellulose biosynthesis protein BcsO
gene-KPHS_50530,hypothetical protein
gene-KPHS_50540,dipeptide transporter ATP-binding subunit
gene-KPHS_50550,dipeptide transport system ATP-binding component
gene-KPHS_50560,dipeptide transporter
gene-KPHS_50570,dipeptide transporter permease DppB
gene-KPHS_50580,dipeptide transport protein
gene-KPHS_50590,IS3 family transposase
gene-KPHS_50600,IS3 family transposase
gene-KPHS_50610,ankyrin repeat domain-containing protein
gene-KPHS_50620,putative transmembrane protein
gene-KPHS_50630,MFS superfamily oxalate/formate antiporter
gene-KPHS_50640,putative lipase
gene-KPHS_50650,3-methyladenine DNA glycosylase
gene-KPHS_50660,GNAT family acetyltransferase
gene-KPHS_50670,biotin sulfoxide reductase
gene-KPHS_50680,putative outer membrane lipoprotein
gene-KPHS_50690,hypothetical protein
gene-KPHS_50700,putative transcriptional regulator
gene-KPHS_50710,putative sugar phosphate isomerase/epimerase
gene-KPHS_50720,putative kinase
gene-KPHS_50730,general substrate transporter
gene-KPHS_50740,2-hydroxyacid dehydrogenase
gene-KPHS_50750,DUF3053 domain-containing protein
gene-KPHS_50760,major facilitator superfamily permease
gene-KPHS_50770,putative transcriptional regulator
gene-KPHS_50780,major cold shock protein
gene-KPHS_50790,ABC transport system ATP-binding component
gene-KPHS_50800,small toxic polypeptide
gene-KPHS_50810,glycyl-tRNA synthetase subunit beta
gene-KPHS_50820,glycyl-tRNA synthetase subunit alpha
gene-KPHS_50830,putative outer membrane protein
gene-KPHS_50840,inner membrane protein YiaH
gene-KPHS_50850,YiaB family inner membrane protein
gene-KPHS_50860,hypothetical protein
gene-KPHS_50870,xylulokinase
gene-KPHS_50880,xylose isomerase
gene-KPHS_50890,D-xylose ABC superfamily ATP binding cassette transporter%2C binding protein
gene-KPHS_50900,D-xylose transport system ATP-binding component
gene-KPHS_50910,D-xylose transport permease ABC transporter permease
gene-KPHS_50920,putative xyl operon regulator
gene-KPHS_50930,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase
gene-KPHS_50940,maltohexaose-producing amylase
gene-KPHS_50950,valine--pyruvate transaminase
gene-KPHS_50960,putative electron transport protein Fe-S center
gene-KPHS_50970,selenocysteinyl-tRNA-specific translation factor
gene-KPHS_50980,selenocysteine synthase
gene-KPHS_50990,putative glutathione S-transferase
gene-KPHS_51000,auxiliary transport protein%2C membrane fusion protein (MFP) family
gene-KPHS_51010,DUF3302 domain-containing protein
gene-KPHS_51020,PTS family enzyme IICB/enzyme IIA
gene-KPHS_51030,mannitol-1-phosphate dehydrogenase
gene-KPHS_51040,mannitol repressor protein
gene-KPHS_51050,hypothetical protein
gene-KPHS_51060,YibL family ribosome-associated protein
gene-KPHS_51070,L-lactate permease
gene-KPHS_51080,DNA-binding transcriptional repressor LldR
gene-KPHS_51090,L-lactate dehydrogenase
gene-KPHS_51100,putative tRNA/rRNA methyltransferase YibK
gene-KPHS_51110,serine acetyltransferase
gene-KPHS_51120,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase
gene-KPHS_51130,preprotein translocase subunit SecB
gene-KPHS_51140,glutaredoxin 3
gene-KPHS_51150,putative phosphatase
gene-KPHS_51160,phosphoglyceromutase
gene-KPHS_51170,murein hydrolase activator EnvC
gene-KPHS_51180,divergent polysaccharide deacetylase family protein
gene-KPHS_51190,putative family 2 glycosyl transferase
gene-KPHS_51200,L-threonine 3-dehydrogenase
gene-KPHS_51210,2-amino-3-ketobutyrate coenzyme A ligase
gene-KPHS_51220,ADP-L-glycero-D-manno-heptose-6-epimerase
gene-KPHS_51230,ADP-heptose--LPS heptosyltransferase
gene-KPHS_51240,heptosyltransferase I
gene-KPHS_51250,putative glycosyltransferase
gene-KPHS_51260,O-antigen polymerase
gene-KPHS_51270,putative heptosyl transferase
gene-KPHS_51280,transposase InsC for insertion sequence IS903
gene-KPHS_51290,putative heptosyl transferase
gene-KPHS_51300,deacetylase
gene-KPHS_51310,heptosyl III transferase
gene-KPHS_51320,glucuronic acid transferase
gene-KPHS_51330,putative glycosyltransferase
gene-KPHS_51340,putative glycosyltransferase
gene-KPHS_51350,3-deoxy-D-manno-octulosonic-acid transferase
gene-KPHS_51360,glucosyl transferase
gene-KPHS_51370,phosphopantetheine adenylyltransferase
gene-KPHS_51380,formamidopyrimidine-DNA glycosylase
gene-KPHS_51390,50S ribosomal protein L33
gene-KPHS_51400,50S ribosomal protein L28
gene-KPHS_51410,DNA repair protein RadC
gene-KPHS_51420,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate synthase
gene-KPHS_51430,deoxyuridine 5'-triphosphate nucleotidohydrolase
gene-KPHS_51440,nucleoid occlusion protein
gene-KPHS_51450,orotate phosphoribosyltransferase
gene-KPHS_51460,tRNA nucleotidyltransferase
gene-KPHS_51470,putative ABC-type multidrug transport system%2C permease component
gene-KPHS_51480,putative ABC-type multidrug transport system%2C ATPase component
gene-KPHS_51490,putative transposase
gene-KPHS_51500,putative ABC-type multidrug transport system ATPase component
gene-KPHS_51510,HlyD family efflux transporter periplasmic adaptor subunit
gene-KPHS_51520,hypothetical protein
gene-KPHS_51530,putative acetyltransferase
gene-KPHS_51540,hypothetical protein
gene-KPHS_51550,K+-transporting ATPase
gene-KPHS_51560,hypothetical protein
gene-KPHS_51570,isocitrate lyase/phosphoenolpyruvate mutase family protein
gene-KPHS_51580,putative methylated-DNA-[protein]-cysteine S-methyltransferase
gene-KPHS_51590,putative voltage-gated ClC-type chloride channel ClcB
gene-KPHS_51600,trimeric intracellular cation channel family protein
gene-KPHS_51610,DNA ligase
gene-KPHS_51620,guanylate kinase
gene-KPHS_51630,DNA-directed RNA polymerase subunit omega
gene-KPHS_51640,bifunctional (p)ppGpp synthetase II/ guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase
gene-KPHS_51650,tRNA guanosine-2'-O-methyltransferase
gene-KPHS_51660,ATP-dependent DNA helicase RecG
gene-KPHS_51670,fructose 1%2C6-bisphosphatase II
gene-KPHS_51680,ferredoxin-NADP reductase
gene-KPHS_51690,DUF805 domain-containing protein
gene-KPHS_51700,YiiQ family protein
gene-KPHS_51710,triosephosphate isomerase
gene-KPHS_51720,putative sodium/sulfate symporter
gene-KPHS_51730,CDP-diacylglycerol pyrophosphatase
gene-KPHS_51740,sulfate transporter subunit
gene-KPHS_51750,septal ring assembly protein ZapB
gene-KPHS_51760,aquaglyceroporin
gene-KPHS_51770,glycerol kinase
gene-KPHS_51780,glutamate transport
gene-KPHS_51790,hypothetical protein
gene-KPHS_51800,putative purine/xanthine transport protein
gene-KPHS_51810,AsmA family protein
gene-KPHS_51820,PTS system phosphotransferase
gene-KPHS_51830,putative glycoside hydrolase
gene-KPHS_51840,MurR/RpiR family transcriptional regulator
gene-KPHS_51850,alpha-xylosidase
gene-KPHS_51860,putative transporter
gene-KPHS_51870,DUF3237 domain-containing protein
gene-KPHS_51880,bifunctional oxidoreductase/alginate lyase
gene-KPHS_51890,antibiotic biosynthesis monooxygenase
gene-KPHS_51900,winged helix-turn-helix transcriptional regulator
gene-KPHS_51910,NAD(P)-dependent alcohol dehydrogenase
gene-KPHS_51920,AraC family transcriptional regulator
gene-KPHS_51930,MBL fold metallo-hydrolase
gene-KPHS_51940,NUDIX hydrolase
gene-KPHS_51950,EamA family transporter
gene-KPHS_51960,lipoprotein NlpA
gene-KPHS_51970,putative AraC-type regulatory protein
gene-KPHS_51980,peroxidase-related enzyme
gene-KPHS_51990,50S ribosomal protein L21
gene-KPHS_52000,putative enzyme with a phophatase-like domain
gene-KPHS_52010,putative LysR-family transcriptional regulator
gene-KPHS_52020,multidrug resistance protein membrane translocase
gene-KPHS_52030,putative TetR family transcriptional regulator
gene-KPHS_52040,hypothetical protein
gene-KPHS_52050,putative acetyltransferase
gene-KPHS_52060,hypothetical protein
gene-KPHS_52070,hypothetical protein
gene-KPHS_52080,putative secretion protein
gene-KPHS_52090,multidrug efflux permease EefB
gene-KPHS_52100,multidrug efflux transport outer membrane protein EefC
gene-KPHS_52110,putative general substrate transporter
gene-KPHS_52120,N-acetylmuramic acid 6-phosphate etherase
gene-KPHS_52130,N-acetylmuramic acid phosphotransfer permease
gene-KPHS_52140,inner membrane transporter yicL
gene-KPHS_52150,hypothetical protein
gene-KPHS_52160,putative dehydrogenase
gene-KPHS_52170,4-oxalomesaconate tautomerase
gene-KPHS_52180,4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase
gene-KPHS_52190,GlcNAc-PI de-N-acetylase
gene-KPHS_52200,putative LysR-family transcriptional regulator
gene-KPHS_52210,protocatechuate 4%2C5-dioxygenase
gene-KPHS_52220,putative general substrate transporter
gene-KPHS_52230,LacI transcriptional regulator
gene-KPHS_52240,putative phosphotransferase system%2C lactose/cellobiose-specific IIB subunit
gene-KPHS_52250,putative phosphotransferase system%2C EIIC
gene-KPHS_52260,putative phosphotransferase system PTS%2C lactose/cellobiose-specific IIA subunit
gene-KPHS_52270,putative porin
gene-KPHS_52280,2-aminoethylphosphonate transporter%2C membrane component
gene-KPHS_52290,2-aminoethylphosphonate transporter%2C membrane component
gene-KPHS_52300,2-aminoethylphosphonate ABC transporter ATP-binding protein
gene-KPHS_52310,2-aminoethylphosphonate transporter%2CATPase component
gene-KPHS_52320,2-aminoethylphosphonate ABC transporter substrate-binding protein
gene-KPHS_52330,2-aminoethylphosphonate transporter repressor
gene-KPHS_52340,2-aminoethylphosphonate--pyruvate transaminase
gene-KPHS_52350,phosphonoacetaldehyde hydrolase
gene-KPHS_52360,putative inner membrane transport protein
gene-KPHS_52370,RelE family toxin-antitoxin system
gene-KPHS_52380,putative helix-turn-helix protein
gene-KPHS_52390,DUF1198 family protein
gene-KPHS_52400,hexose phosphate transport protein
gene-KPHS_52410,regulatory protein UhpC
gene-KPHS_52420,two-component regulatory system sensor histidine kinase
gene-KPHS_52430,DNA-binding transcriptional activator UhpA
gene-KPHS_52440,acetolactate synthase 1 regulatory subunit
gene-KPHS_52450,acetolactate synthase large subunit
gene-KPHS_52460,hypothetical protein
gene-KPHS_52470,type I toxin-antitoxin system toxin TisB
gene-KPHS_52480,putative acyltransferase
gene-KPHS_52490,putative membrane protein%2C transport
gene-KPHS_52500,multidrug MFS integral membrane transporter
gene-KPHS_52510,DNA-binding transcriptional regulator DsdC
gene-KPHS_52520,hypothetical protein
gene-KPHS_52530,putative Gnt-family transport protein
gene-KPHS_52540,D-serine deaminase
gene-KPHS_52550,hypothetical protein
gene-KPHS_52560,DUF202 domain-containing protein
gene-KPHS_52570,DUF202 domain-containing protein
gene-KPHS_52580,maltose-6'-phosphate glucosidase
gene-KPHS_52590,PTS system alpha-glucoside-specific EIICB component
gene-KPHS_52600,GntR family transcriptional regulator
gene-KPHS_52610,putative transporter
gene-KPHS_52620,DNA-damage-inducible protein D
gene-KPHS_52630,heat shock protein
gene-KPHS_52640,heat shock protein IbpA
gene-KPHS_52650,putative lipoprotein
gene-KPHS_52660,DUF3748 domain-containing protein
gene-KPHS_52670,D-galactonate transport
gene-KPHS_52680,putative mandelate racemase/muconate lactonizing enzyme
gene-KPHS_52690,putative keto-hydroxyglutarate-aldolase/keto- deoxy- phosphogluconate aldolase
gene-KPHS_52700,2-oxo-3-deoxygalactonate kinase
gene-KPHS_52710,galactonate utilization transcriptional repressor
gene-KPHS_52720,putative outer membrane protein
gene-KPHS_52730,hypothetical protein
gene-KPHS_52740,sugar phosphatase
gene-KPHS_52750,DNA gyrase subunit B
gene-KPHS_52760,recombination protein F
gene-KPHS_52770,DNA polymerase III subunit beta
gene-KPHS_52780,chromosomal replication initiator protein DnaA
gene-KPHS_52790,50S ribosomal protein L34
gene-KPHS_52800,ribonuclease P protein component
gene-KPHS_52810,putative inner membrane protein translocase component YidC
gene-KPHS_52820,tRNA modification GTPase
gene-KPHS_52830,GNAT family N-acetyltransferase
gene-KPHS_52840,putative membrane transport protein
gene-KPHS_52850,LysR family transcriptional regulator
gene-KPHS_52860,hypothetical protein
gene-KPHS_52870,putative oxidoreductase%2C flavoprotein
gene-KPHS_52880,putative membrane / transport protein
gene-KPHS_52890,hypothetical protein
gene-KPHS_52900,6-phosphogluconate phosphatase
gene-KPHS_52910,glucosamine-6-phosphate deaminase
gene-KPHS_52920,putative xylanase
gene-KPHS_52930,putative xylanase
gene-KPHS_52940,carbohydrate-specific outer membrane porin
gene-KPHS_52950,hypothetical protein
gene-KPHS_52960,transcriptional regulator PhoU
gene-KPHS_52970,phosphate transporter subunit
gene-KPHS_52980,phosphate transporter permease subunit
gene-KPHS_52990,phosphate transporter permease subunit
gene-KPHS_53000,phosphate transporter subunit
gene-KPHS_53010,glucosamine-fructose-6-phosphate aminotransferase
gene-KPHS_53020,bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase
gene-KPHS_53030,hypothetical protein
gene-KPHS_53040,hypothetical protein
gene-KPHS_53050,hypothetical protein
gene-KPHS_53060,F0F1 ATP synthase subunit epsilon
gene-KPHS_53070,F0F1 ATP synthase subunit beta
gene-KPHS_53080,F0F1 ATP synthase subunit gamma
gene-KPHS_53090,F0F1 ATP synthase subunit alpha
gene-KPHS_53100,F0F1 ATP synthase subunit delta
gene-KPHS_53110,ATP synthase F0 subunit B
gene-KPHS_53120,F0F1 ATP synthase subunit C
gene-KPHS_53130,ATP synthase F0 subunit A
gene-KPHS_53140,ATP synthase subunit I
gene-KPHS_53150,glucose-inhibited division protein B
gene-KPHS_53160,tRNA uridine 5-carboxymethylaminomethyl modification protein GidA
gene-KPHS_p100010,replication protein A
gene-KPHS_p100020,hypothetical protein
gene-KPHS_p100030,hypothetical protein
gene-KPHS_p100040,hypothetical protein
gene-KPHS_p100050,putative recombinase
gene-KPHS_p100060,hypothetical protein
gene-KPHS_p100070,hypothetical protein
gene-KPHS_p100080,putative regulator
gene-KPHS_p100090,hypothetical protein
gene-KPHS_p100100,lipoprotein
gene-KPHS_p100110,hypothetical protein
gene-KPHS_p100120,hypothetical protein
gene-KPHS_p100130,DNA polymerase III
gene-KPHS_p100140,putative DNA polymerase III alpha subunit
gene-KPHS_p100150,porphyrin biosynthetic protein
gene-KPHS_p100160,putative porphyrin biosynthetic protein
gene-KPHS_p100170,porphyrin biosynthetic protein
gene-KPHS_p100180,hypothetical protein
gene-KPHS_p100190,hypothetical protein
gene-KPHS_p100200,integrase
gene-KPHS_p100210,putative retA reverse transcriptase
gene-KPHS_p100220,putative toxin YafO
gene-KPHS_p100230,hypothetical protein
gene-KPHS_p100240,glutaredoxin
gene-KPHS_p100250,hypothetical protein
gene-KPHS_p100260,hypothetical protein
gene-KPHS_p100270,hypothetical protein
gene-KPHS_p100280,hypothetical protein
gene-KPHS_p100290,transposase for transposon Tn1721
gene-KPHS_p100300,Tn4653 resolvase
gene-KPHS_p100310,hypothetical protein
gene-KPHS_p100320,methyl-accepting chemotaxis protein
gene-KPHS_p100330,transposase InsC for insertion sequence IS903
gene-KPHS_p100340,beta-lactamase CTX-M-14
gene-KPHS_p100350,hypothetical protein
gene-KPHS_p100360,hypothetical protein
gene-KPHS_p100370,transposase
gene-KPHS_p100380,methyl-accepting chemotaxis protein
gene-KPHS_p100390,hypothetical protein
gene-KPHS_p100400,hypothetical protein
gene-KPHS_p100410,putative DNA ligase
gene-KPHS_p100420,hypothetical protein
gene-KPHS_p100430,hypothetical protein
gene-KPHS_p100440,hypothetical protein
gene-KPHS_p100450,hypothetical protein
gene-KPHS_p100460,putative DNA helicase
